JOBID	ST	WORKDIR	NAME	RESULT
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_609379-Sm1Al4	icsd_609379-Sm1Al4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_625062-Tb1Co1Si3	icsd_625062-Tb1Co1Si3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_104347-Sr2Hg4	icsd_104347-Sr2Hg4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_624433-Nd1Co1Si3	icsd_624433-Nd1Co1Si3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_649210-Pr1Si2Pt2	icsd_649210-Pr1Si2Pt2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_601019-La2Sc2Ge2	icsd_601019-La2Sc2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_633017-Np1Fe2Si2	icsd_633017-Np1Fe2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_10462-Ca1Co2P2	icsd_10462-Ca1Co2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_645622-Nd1Ni2Sb2	icsd_645622-Nd1Ni2Sb2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_56653-Yb1Ni2B2C1	icsd_56653-Yb1Ni2B2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_638425-Zr2H2Pd1	icsd_638425-Zr2H2Pd1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_608388-Lu2Al1Ni2	icsd_608388-Lu2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_46003-V2Co1O6	icsd_46003-V2Co1O6.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_53395-Er1Si2Ir2	icsd_53395-Er1Si2Ir2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_626799-Sm1Cr2Si2	icsd_626799-Sm1Cr2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_183519-Pr2Mg2Sn2	icsd_183519-Pr2Mg2Sn2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_78283-La1B2Ir2C1	icsd_78283-La1B2Ir2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_96133-La1F3	icsd_96133-La1F3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106820-Gd1Co2Si2	icsd_106820-Gd1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_653254-Th4Zn2	icsd_653254-Th4Zn2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_42366-U2Te2As2	icsd_42366-U2Te2As2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_608205-Ho2Al1Ni2	icsd_608205-Ho2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_637665-Pu2Ge4	icsd_637665-Pu2Ge4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_67370-K1Co2Se2	icsd_67370-K1Co2Se2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_610090-Nd1Co2As2	icsd_610090-Nd1Co2As2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_629211-Tm3Cu4Si4	icsd_629211-Tm3Cu4Si4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_632092-Np1Fe2Ge2	icsd_632092-Np1Fe2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_67657-La2Fe2Se2O3	icsd_67657-La2Fe2Se2O3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_103822-Na1Ga4	icsd_103822-Na1Ga4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_602104-Yb1P2Ru2	icsd_602104-Yb1P2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_647806-Yb1Si2Os2	icsd_647806-Yb1Si2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_636063-Gd1Ni2P2	icsd_636063-Gd1Ni2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_602099-Gd1P2Ru2	icsd_602099-Gd1P2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_646437-Sm1Ni2Sb2	icsd_646437-Sm1Ni2Sb2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_647796-Tm1Si2Os2	icsd_647796-Tm1Si2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_629021-Sc3Cu4Si4	icsd_629021-Sc3Cu4Si4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106821-Ce1Fe2Si2	icsd_106821-Ce1Fe2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_53056-Np1Co2Si2	icsd_53056-Np1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_53073-Sm1Co2Si2	icsd_53073-Sm1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_613114-Ho1Co2B2	icsd_613114-Ho1Co2B2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_608919-Tm2Al1Ni2	icsd_608919-Tm2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_605603-Nd2Ag4	icsd_605603-Nd2Ag4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106529-Sm2Cu4Sn5	icsd_106529-Sm2Cu4Sn5.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_16216-Ca2Cu1O3	icsd_16216-Ca2Cu1O3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_610296-Cs1As2Rh2	icsd_610296-Cs1As2Rh2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_629232-Yb3Cu4Si4	icsd_629232-Yb3Cu4Si4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_15454-K2Os1Cl4O2	icsd_15454-K2Os1Cl4O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_150151-Pr1B2Rh2C1	icsd_150151-Pr1B2Rh2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_154852-Gd2Ti2Ge2	icsd_154852-Gd2Ti2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106234-Yb2Zn4	icsd_106234-Yb2Zn4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_43898-Cr2As4	icsd_43898-Cr2As4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_659935-Nd1Ni2P2	icsd_659935-Nd1Ni2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_612460-V1Au4	icsd_612460-V1Au4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_626472-Np1Cr2Si2	icsd_626472-Np1Cr2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_646290-Pr1Ni2Sn2	icsd_646290-Pr1Ni2Sn2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_632475-Lu1Fe2Si2	icsd_632475-Lu1Fe2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106695-Nd1Si2Ag2	icsd_106695-Nd1Si2Ag2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_68582-Ba2Tl2Cu1O6	icsd_68582-Ba2Tl2Cu1O6.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_612532-Ba1B2Ir2	icsd_612532-Ba1B2Ir2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106472-La1Co1Ge3	icsd_106472-La1Co1Ge3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_75936-Hf3Te2	icsd_75936-Hf3Te2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_261377-Sm2Cu1O4	icsd_261377-Sm2Cu1O4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_605995-Zr1Ag2	icsd_605995-Zr1Ag2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_646149-Sm1Ni2P2	icsd_646149-Sm1Ni2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_607817-Yb1Al2Ga2	icsd_607817-Yb1Al2Ga2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_624631-Sm1Co2P2	icsd_624631-Sm1Co2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_623671-Yb1Co2Ge2	icsd_623671-Yb1Co2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_53006-Mn2Co2Si2	icsd_53006-Mn2Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_617225-Ti4Bi2	icsd_617225-Ti4Bi2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_625841-Dy1Cr2Si2	icsd_625841-Dy1Cr2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_609088-Pr1Al4	icsd_609088-Pr1Al4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_30448-Ni4B2	icsd_30448-Ni4B2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_183521-Nd2Mg2Sn2	icsd_183521-Nd2Mg2Sn2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_622329-Ce2Zn4	icsd_622329-Ce2Zn4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_92305-Na1Li2N1	icsd_92305-Na1Li2N1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_163502-Ba2Cu3Cl2O4	icsd_163502-Ba2Cu3Cl2O4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_19007-Li2Pd1O2	icsd_19007-Li2Pd1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_183532-Tm2Mg2Sn2	icsd_183532-Tm2Mg2Sn2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_418384-Pr4C2Cl5	icsd_418384-Pr4C2Cl5.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_602111-La1As2Ru2	icsd_602111-La1As2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_613606-Dy1Fe2B2	icsd_613606-Dy1Fe2B2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_611737-Cr1Au4	icsd_611737-Cr1Au4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_25514-Rb2Hg1O2	icsd_25514-Rb2Hg1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106811-Tb1Mn2Si2	icsd_106811-Tb1Mn2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_602101-Dy1P2Ru2	icsd_602101-Dy1P2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_52083-Yb1Si2Rh2	icsd_52083-Yb1Si2Rh2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_411182-Yb3Ge4Pd4	icsd_411182-Yb3Ge4Pd4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_608538-Mn1Al2Te4	icsd_608538-Mn1Al2Te4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_604582-Y3Cu4Sn4	icsd_604582-Y3Cu4Sn4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_621626-Ce1Ni2P2	icsd_621626-Ce1Ni2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_614261-Fe1B2W2	icsd_614261-Fe1B2W2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_56593-Dy1Ni2B2C1	icsd_56593-Dy1Ni2B2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_107070-Dy2Zr2Sb2	icsd_107070-Dy2Zr2Sb2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_616836-U2Bi1N2	icsd_616836-U2Bi1N2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_36616-Cs2Hg1Pd1Cl6	icsd_36616-Cs2Hg1Pd1Cl6.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106879-Tm1Co2Si2	icsd_106879-Tm1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106852-Lu1Ni2Ge2	icsd_106852-Lu1Ni2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_41747-U3Si4Ni4	icsd_41747-U3Si4Ni4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_638175-Hf2H2Pd1	icsd_638175-Hf2H2Pd1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_604624-La1Si3Rh1	icsd_604624-La1Si3Rh1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_67362-Tl1Co2Se2	icsd_67362-Tl1Co2Se2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_630053-Dy1Si2Os2	icsd_630053-Dy1Si2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_619506-Ca1Si2Pd2	icsd_619506-Ca1Si2Pd2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_621955-Ce1Si3Rh1	icsd_621955-Ce1Si3Rh1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_637763-Tm1Ge2Ru2	icsd_637763-Tm1Ge2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_56234-Ho1Si2Os2	icsd_56234-Ho1Si2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_627219-Er3Cu4Ge4	icsd_627219-Er3Cu4Ge4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_75555-Ba2Te4	icsd_75555-Ba2Te4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_626888-Cr3Te4	icsd_626888-Cr3Te4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_21069-K2Ni1O2	icsd_21069-K2Ni1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_608886-Tb2Al1Ni2	icsd_608886-Tb2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_160625-Ce3Cu4Ge4	icsd_160625-Ce3Cu4Ge4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_418408-Ce4C2Br5	icsd_418408-Ce4C2Br5.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_58875-Ca2Cd4	icsd_58875-Ca2Cd4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_607323-Dy2Al1Ni2	icsd_607323-Dy2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_646095-Np1Si2Ni2	icsd_646095-Np1Si2Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_629185-Tb3Cu4Si4	icsd_629185-Tb3Cu4Si4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_150150-Ce1B2Rh2C1	icsd_150150-Ce1B2Rh2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_633115-U1Fe2P2	icsd_633115-U1Fe2P2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_37133-Sn3P1O4F3	icsd_37133-Sn3P1O4F3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_614264-Y1Fe2B2	icsd_614264-Y1Fe2B2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_154434-Ca2Si4	icsd_154434-Ca2Si4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_623793-Hf1Co2Si2	icsd_623793-Hf1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_29040-Sr2Cu3Br2O4	icsd_29040-Sr2Cu3Br2O4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_98969-Lu7Ni2Te2	icsd_98969-Lu7Ni2Te2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_641276-K1Ni2Se2	icsd_641276-K1Ni2Se2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_180416-La2Al2O6	icsd_180416-La2Al2O6.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_420250-In1Pd3	icsd_420250-In1Pd3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_261434-Ho2Bi1O2	icsd_261434-Ho2Bi1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_74978-Li1Cu1O2	icsd_74978-Li1Cu1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_51498-Ag2Pd1O2	icsd_51498-Ag2Pd1O2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_105692-Sr1Sn3Pd1	icsd_105692-Sr1Sn3Pd1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_602106-Ba1P2Os2	icsd_602106-Ba1P2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_165293-Na2U1F8	icsd_165293-Na2U1F8.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_52999-La1Co2Si2	icsd_52999-La1Co2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_86811-Cr2Sb4	icsd_86811-Cr2Sb4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_52904-Ce4Sb2	icsd_52904-Ce4Sb2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_76066-Th2Mn1N3	icsd_76066-Th2Mn1N3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_181448-Ca1Si3Pt1	icsd_181448-Ca1Si3Pt1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_607424-Er2Al1Ni2	icsd_607424-Er2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_607901-Gd2Al1Ni2	icsd_607901-Gd2Al1Ni2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_105175-Nb1Ni3	icsd_105175-Nb1Ni3.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_646261-Pr1Ni2Sb2	icsd_646261-Pr1Ni2Sb2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_643184-Np1Mn2Si2	icsd_643184-Np1Mn2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_612300-Sc1Au4	icsd_612300-Sc1Au4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_54374-Y2Mn4	icsd_54374-Y2Mn4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_162673-Li2Ga2Te4	icsd_162673-Li2Ga2Te4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_607795-Pr1Al2Ga2	icsd_607795-Pr1Al2Ga2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_98477-La3V2N6	icsd_98477-La3V2N6.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_637475-Th1Ge2Os2	icsd_637475-Th1Ge2Os2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_36374-Sr1As2Pd2	icsd_36374-Sr1As2Pd2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_629099-Zn1Cu2Sn1Se4	icsd_629099-Zn1Cu2Sn1Se4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_56651-Er1Ni2B2C1	icsd_56651-Er1Ni2B2C1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_633666-Zr1Fe2Si2	icsd_633666-Zr1Fe2Si2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_641273-K1Ni2S2	icsd_641273-K1Ni2S2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_633338-Tl1Fe2S2	icsd_633338-Tl1Fe2S2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_637774-Yb1Ge2Ru2	icsd_637774-Yb1Ge2Ru2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_621428-Ce1Si3Ir1	icsd_621428-Ce1Si3Ir1.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_106877-Nd1Co2Ge2	icsd_106877-Nd1Co2Ge2.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_69682-Rb2Ni1F4	icsd_69682-Rb2Ni1F4.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_161314-Np1Al2Pd5	icsd_161314-Np1Al2Pd5.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_418410-La4C2Cl5	icsd_418410-La4C2Cl5.sh	?
?	PD	/WORK/nscc-gz_sgao/matgen_dft/vasprun/running/stru/icsd_36189-Hg2I2	icsd_36189-Hg2I2.sh	?
